1 AvgTime: 0.039487
2 AvgTime: 0.055875
3 AvgTime: 0.056664
4 AvgTime: 0.056861
5 AvgTime: 0.025446
6 AvgTime: 0.037823
7 AvgTime: 0.386053
8 AvgTime: 0.056077
9 AvgTime: 0.028324
10 AvgTime: 0.02016
11 AvgTime: 0.069639
12 AvgTime: 0.02245
13 AvgTime: 0.044953
14 AvgTime: 0.036222
15 AvgTime: 0.550248
16 AvgTime: 0.043961
17 AvgTime: 0.054181
18 AvgTime: 1.30142
19 AvgTime: 5.05899
20 AvgTime: 0.156738
21 AvgTime: 0.033656
22 AvgTime: 0.041833
23 AvgTime: 0.240589
24 AvgTime: 0.031134
25 AvgTime: 0.03291
26 AvgTime: 0.021841
27 AvgTime: 0.0221
28 AvgTime: 0.021765
29 AvgTime: 0.020762
30 AvgTime: 0.022765
31 AvgTime: 0.022265
32 AvgTime: 0.021845
33 AvgTime: 0.022754
34 AvgTime: 0.031842
35 AvgTime: 0.108245
36 AvgTime: 0.066268
37 AvgTime: 0.081402
38 AvgTime: 0.038808
39 AvgTime: 1.31015
40 AvgTime: 0.762819
41 AvgTime: 0.100801
42 AvgTime: 0.044073
43 AvgTime: 0.045709
44 AvgTime: 0.04474
45 AvgTime: 0.050065
46 AvgTime: 0.054654
47 AvgTime: 0.103427
48 AvgTime: 0.165044
49 AvgTime: 0.104899
50 AvgTime: 0.07286
51 AvgTime: 0.199915
52 AvgTime: 0.049271
