1 AvgTime: 0.028517
2 AvgTime: 0.048954
3 AvgTime: 0.04968
4 AvgTime: 0.049367
5 AvgTime: 0.0075
6 AvgTime: 0.010837
7 AvgTime: 0.199893
8 AvgTime: 0.009618
9 AvgTime: 0.008076
10 AvgTime: 0.006567
11 AvgTime: 0.009513
12 AvgTime: 0.006656
13 AvgTime: 0.009235
14 AvgTime: 0.009075
15 AvgTime: 0.465169
16 AvgTime: 0.038789
17 AvgTime: 0.040185
18 AvgTime: 0.827043
19 AvgTime: 2.72181
20 AvgTime: 0.120637
21 AvgTime: 0.01319
22 AvgTime: 0.03559
23 AvgTime: 0.121666
24 AvgTime: 0.008552
25 AvgTime: 0.008063
26 AvgTime: 0.006662
27 AvgTime: 0.006537
28 AvgTime: 0.006678
29 AvgTime: 0.006473
30 AvgTime: 0.0065
31 AvgTime: 0.007098
32 AvgTime: 0.006941
33 AvgTime: 0.007298
34 AvgTime: 0.009714
35 AvgTime: 0.159044
36 AvgTime: 0.092659
37 AvgTime: 0.115428
38 AvgTime: 0.016357
39 AvgTime: 0.88538
40 AvgTime: 0.436407
41 AvgTime: 0.028743
42 AvgTime: 0.015538
43 AvgTime: 0.016482
44 AvgTime: 0.016106
45 AvgTime: 0.017596
46 AvgTime: 0.018048
47 AvgTime: 0.081804
48 AvgTime: 0.127188
49 AvgTime: 0.04333
50 AvgTime: 0.042456
51 AvgTime: 0.203129
52 AvgTime: 0.011826
