1 AvgTime: 0.047237
2 AvgTime: 0.077882
3 AvgTime: 0.07833
4 AvgTime: 0.078383
5 AvgTime: 0.012756
6  
7 AvgTime: 0.29473
8  
9 AvgTime: 0.022455
10 AvgTime: 0.009567
11  
12 AvgTime: 0.01034
13  
14 AvgTime: 0.033882
15 AvgTime: 0.603952
16 AvgTime: 0.065747
17 AvgTime: 0.068581
18 AvgTime: 1.11443
19 AvgTime: 3.41182
20 AvgTime: 0.166751
21 AvgTime: 0.030728
22  
23 AvgTime: 0.231701
24 AvgTime: 0.013836
25  
26 AvgTime: 0.011251
27 AvgTime: 0.01062
28 AvgTime: 0.011148
29 AvgTime: 0.010696
30 AvgTime: 0.010747
31 AvgTime: 0.019391
32 AvgTime: 0.012609
33 AvgTime: 0.027544
34 AvgTime: 0.028247
35 AvgTime: 0.174199
36 AvgTime: 0.112403
37 AvgTime: 0.132164
38  
39 AvgTime: 1.14356
40 AvgTime: 0.564422
41 AvgTime: 0.062281
42 AvgTime: 0.040108
43 AvgTime: 0.035012
44 AvgTime: 0.034403
45  
46 AvgTime: 0.04234
47 AvgTime: 0.095199
48 AvgTime: 0.157659
49 AvgTime: 0.064372
50 AvgTime: 0.06529
51 AvgTime: 0.251004
52 AvgTime: 0.033458
