1 AvgTime: 0.154232
2 AvgTime: 0.12229
3 AvgTime: 0.177224
4 AvgTime: 0.193145
5 AvgTime: 0.105082
6 AvgTime: 0.140163
7 AvgTime: 0.467674
8 AvgTime: 0.093249
9 AvgTime: 0.096906
10 AvgTime: 0.075583
11 AvgTime: 0.122007
12 AvgTime: 0.098571
13 AvgTime: 0.136374
14 AvgTime: 0.110683
15 AvgTime: 0.540142
16 AvgTime: 0.131523
17 AvgTime: 0.145061
18 AvgTime: 1.02762
19 AvgTime: 2.9164
20 AvgTime: 0.237882
21 AvgTime: 0.172885
22 AvgTime: 0.163253
23 AvgTime: 0.259218
24 AvgTime: 0.144338
25 AvgTime: 0.103041
26 AvgTime: 0.098864
27 AvgTime: 0.096905
28 AvgTime: 0.073292
29 AvgTime: 0.094816
30 AvgTime: 0.131283
31 AvgTime: 0.117116
32 AvgTime: 0.102636
33 AvgTime: 0.124483
34 AvgTime: 0.106641
35 AvgTime: 0.257339
36 AvgTime: 0.184709
37 AvgTime: 0.208384
38 AvgTime: 0.105411
39 AvgTime: 1.08039
40 AvgTime: 0.589483
41 AvgTime: 0.165092
42 AvgTime: 0.133937
43 AvgTime: 0.156797
44 AvgTime: 0.162306
45 AvgTime: 0.168071
46 AvgTime: 0.172582
47 AvgTime: 0.217961
48 AvgTime: 0.202991
49 AvgTime: 0.149964
50 AvgTime: 0.131161
51 AvgTime: 0.290249
52 AvgTime: 0.078153
