1 AvgTime: 0.033059
2 AvgTime: 0.071445
3 AvgTime: 0.069947
4 AvgTime: 0.070065
5 AvgTime: 0.009604
6 AvgTime: 0.031259
7 AvgTime: 0.319572
8 AvgTime: 0.035003
9 AvgTime: 0.027253
10 0 0
11 AvgTime: 0.03185
12 AvgTime: 0.014168
13 AvgTime: 0.031923
14 AvgTime: 0.030575
15 AvgTime: 1.17327
16 AvgTime: 0.047089
17 AvgTime: 0.041722
18 AvgTime: 1.50736
19 AvgTime: 5.98358
20 AvgTime: 0.140627
21 AvgTime: 0.042526
22 0 0
23 AvgTime: 0.330757
24 AvgTime: 0.017038
25 0 0
26 00 0
27 AvgTime: 0.012209
28 AvgTime: 0.013001
29 AvgTime: 0.008062
30 AvgTime: 0.008195
31 AvgTime: 0.015638
32 0 0
33 AvgTime: 0.017503
34 AvgTime: 0.026578
35 AvgTime: 0.092365
36 AvgTime: 0.05715
37 AvgTime: 0.0694
38 AvgTime: 0.051779
39 AvgTime: 1.53125
40 AvgTime: 0.816568
41 AvgTime: 0.065412
42 AvgTime: 0.041697
43 AvgTime: 0.042304
44 AvgTime: 0.042161
45 AvgTime: 0.053797
46 AvgTime: 0.057801
47 AvgTime: 0.090081
48 AvgTime: 0.183521
49 AvgTime: 0.038265
50 AvgTime: 0.069412
51 AvgTime: 0.17048
52 AvgTime: 0.021243
